.text
  00000000   02328020   add $16, $17, $18
  00005AB8   018F8020   add $16, $12, $15 # comment(5804)
  00005ABC   026B0018   mult $19, $11 # comment(5805)
  00005AC0   031BC806   srlv $25, $27, $24
  00005AC4   0140E822   sub $29, $10, $0 # comment(5807)
  00005AC8   001C7AC0   sll $15, $28, 11 # comment(5808)
  00005ACC   000AFD00   sll $31, $10, 20 # comment(5809)
  00005AD0   008C001B   divu $4, $12
  00005AD4   00F41821   addu $3, $7, $20
  00005AD8   23821CC9   addi $2, $28, 7369 # comment(5812)
  00005ADC   00AB2023   subu $4, $5, $11
  00005AE0   34705C72   ori $16, $3, 23666
  00005AE4   02A70019   multu $21, $7 # comment(5815)
  00005AE8   00004812   mflo $9 # comment(5816)
  00005AEC   0000B812   mflo $23
  00005AF0   00120D03   sra $1, $18, 20
  00005AF4   01EFF027   nor $30, $15, $15
  00005AF8   00BEB820   add $23, $5, $30 # comment(5820)
  00005AFC   3C123D35   lui $18, 15669 # comment(5821)
  00005B00   0183001A   div $12, $3
  00005B04   0000C022   sub $24, $0, $0 # comment(5823)
  00005B08   34ED7369   ori $13, $7, 29545
  00005B0C   005E001A   div $2, $30 # comment(5825)
  00005B10   02390018   mult $17, $25
  00005B14   03570019   multu $26, $23
  00005B18   00CBF02A   slt $30, $6, $11 # comment(5828)
  00005B1C   00024B83   sra $9, $2, 14 # comment(5829)
  00005B20   02BD1826   xor $3, $21, $29 # comment(5830)
  00005B24   02600011   mthi $19
  00005B28   037B3020   add $6, $27, $27 # comment(5832)
  00005B2C   0281001A   div $20, $1
  00005B30   0000A010   mfhi $20
  00005B34   034CF807   srav $31, $12, $26 # comment(5835)
  00005B38   00052026   xor $4, $0, $5
  00005B3C   357A3EB1   ori $26, $11, 16049 # comment(5837)
  00005B40   00004812   mflo $9 # comment(5838)
  00005B44   0015D4C2   srl $26, $21, 19
  00005B48   2E69A737   sltiu $9, $19, -22729
  00005B4C   009C8806   srlv $17, $28, $4
  00005B50   01C0B807   srav $23, $0, $14 # comment(5842)
  00005B54   01199024   and $18, $8, $25
  00005B58   00104903   sra $9, $16, 4 # comment(5844)
  00005B5C   01ADD021   addu $26, $13, $13
  00005B60   0333482B   sltu $9, $25, $19 # comment(5846)
  00005B64   0152E027   nor $28, $10, $18
  00005B68   01DB4020   add $8, $14, $27
  00005B6C   000065C0   sll $12, $0, 23 # comment(5849)
  00005B70   0005ED00   sll $29, $5, 20
  00005B74   00CCA82B   sltu $21, $6, $12 # comment(5851)
  00005B78   02400011   mthi $18 # comment(5852)
  00005B7C   019C3006   srlv $6, $28, $12
  00005B80   017F6807   srav $13, $31, $11 # comment(5854)
  00005B84   32135EF9   andi $19, $16, 24313
  00005B88   03800013   mtlo $28
  00005B8C   29417E00   slti $1, $10, 32256 # comment(5857)
  00005B90   3B8363C7   xori $3, $28, 25543 # comment(5858)
  00005B94   399471FB   xori $20, $12, 29179
  00005B98   0151001B   divu $10, $17 # comment(5860)
  00005B9C   006F002A   slt $0, $3, $15 # comment(5861)
  00005BA0   30BD5CD7   andi $29, $5, 23767 # comment(5862)
  00005BA4   01A7001A   div $13, $7
  00005BA8   000132C0   sll $6, $1, 11 # comment(5864)
  00005BAC   00131403   sra $2, $19, 16 # comment(5865)
  00005BB0   27265077   addiu $6, $25, 20599
  00005BB4   01600011   mthi $11 # comment(5867)
  00005BB8   021C302A   slt $6, $16, $28
  00005BBC   001B8A00   sll $17, $27, 8
  00005BC0   0047B806   srlv $23, $7, $2 # comment(5870)
  00005BC4   01490019   multu $10, $9 # comment(5871)
  00005BC8   3C182AA4   lui $24, 10916
  00005BCC   322315AA   andi $3, $17, 5546
  00005BD0   0006EB40   sll $29, $6, 13
  00005BD4   0093C027   nor $24, $4, $19
  00005BD8   2D08DB81   sltiu $8, $8, -9343
  00005BDC   2DDD9447   sltiu $29, $14, -27577 # comment(5877)
  00005BE0   029FE806   srlv $29, $31, $20 # comment(5878)
  00005BE4   31492D1B   andi $9, $10, 11547
  00005BE8   03FB0024   and $0, $31, $27 # comment(5880)
  00005BEC   03C07807   srav $15, $0, $30 # comment(5881)
  00005BF0   00172FC0   sll $5, $23, 31
  00005BF4   0061502B   sltu $10, $3, $1
  00005BF8   00172880   sll $5, $23, 2 # comment(5884)
  00005BFC   396B6C62   xori $11, $11, 27746
  00005C00   02200011   mthi $17 # comment(5886)
  00005C04   02F2F020   add $30, $23, $18
  00005C08   02C0C027   nor $24, $22, $0 # comment(5888)
  00005C0C   0383E025   or $28, $28, $3
  00005C10   03DBD02A   slt $26, $30, $27 # comment(5890)
  00005C14   03600013   mtlo $27
  00005C18   00004012   mflo $8
  00005C1C   03D2A826   xor $21, $30, $18 # comment(5893)
  00005C20   29694049   slti $9, $11, 16457 # comment(5894)
  00005C24   00039F40   sll $19, $3, 29
  00005C28   0000F812   mflo $31 # comment(5896)
  00005C2C   03CA001B   divu $30, $10 # comment(5897)
  00005C30   03C93806   srlv $7, $9, $30
  00005C34   238C6874   addi $12, $28, 26740 # comment(5899)
  00005C38   00074BC2   srl $9, $7, 15
  00005C3C   0294D006   srlv $26, $20, $20 # comment(5901)
  00005C40   00436824   and $13, $2, $3
  00005C44   00027280   sll $14, $2, 10 # comment(5903)
  00005C48   00E2A82A   slt $21, $7, $2 # comment(5904)
  00005C4C   01C80018   mult $14, $8
  00005C50   008B001B   divu $4, $11 # comment(5906)
  00005C54   03A9E826   xor $29, $29, $9 # comment(5907)
  00005C58   00800013   mtlo $4 # comment(5908)
  00005C5C   03B7A02B   sltu $20, $29, $23
  00005C60   3C010653   lui $1, 1619 # comment(5910)
  00005C64   00FC0019   multu $7, $28 # comment(5911)
  00005C68   02785820   add $11, $19, $24 # comment(5912)
  00005C6C   014C0806   srlv $1, $12, $10 # comment(5913)
  00005C70   02C4A806   srlv $21, $4, $22 # comment(5914)
  00005C74   03080019   multu $24, $8
  00005C78   03455022   sub $10, $26, $5 # comment(5916)
  00005C7C   3A8F26E5   xori $15, $20, 9957 # comment(5917)
  00005C80   00135F40   sll $11, $19, 29
  00005C84   0083B804   sllv $23, $3, $4 # comment(5919)
  00005C88   0134F02A   slt $30, $9, $20
  00005C8C   2C426427   sltiu $2, $2, 25639
  00005C90   01837806   srlv $15, $3, $12
  00005C94   037C8804   sllv $17, $28, $27
  00005C98   02B9102B   sltu $2, $21, $25
  00005C9C   03B92006   srlv $4, $25, $29
  00005CA0   0266001A   div $19, $6
  00005CA4   02870019   multu $20, $7
  00005CA8   3C111570   lui $17, 5488 # comment(5928)
  00005CAC   011C7026   xor $14, $8, $28 # comment(5929)
  00005CB0   01EE102A   slt $2, $15, $14 # comment(5930)
  00005CB4   0000D012   mflo $26 # comment(5931)
  00005CB8   02E3F023   subu $30, $23, $3
  00005CBC   00B53021   addu $6, $5, $21
  00005CC0   0000B012   mflo $22 # comment(5934)
  00005CC4   02B40018   mult $21, $20 # comment(5935)
  00005CC8   03A00013   mtlo $29
  00005CCC   022D0025   or $0, $17, $13
  00005CD0   2AF008CC   slti $16, $23, 2252
  00005CD4   0352001B   divu $26, $18 # comment(5939)
  00005CD8   00003012   mflo $6
  00005CDC   3C1A552A   lui $26, 21802 # comment(5941)
  00005CE0   00F00027   nor $0, $7, $16 # comment(5942)
  00005CE4   2C460303   sltiu $6, $2, 771 # comment(5943)
  00005CE8   028A0019   multu $20, $10
  00005CEC   03B5402A   slt $8, $29, $21
  00005CF0   0005F200   sll $30, $5, 8 # comment(5946)
  00005CF4   012C0021   addu $0, $9, $12
  00005CF8   005B4825   or $9, $2, $27 # comment(5948)
  00005CFC   37B472E1   ori $20, $29, 29409 # comment(5949)
  00005D00   284A0AAC   slti $10, $2, 2732
  00005D04   033E0019   multu $25, $30
  00005D08   0000C810   mfhi $25 # comment(5952)
  00005D0C   3C034D2A   lui $3, 19754
  00005D10   0252F025   or $30, $18, $18 # comment(5954)
  00005D14   02600011   mthi $19
  00005D18   01800011   mthi $12
  00005D1C   024F1823   subu $3, $18, $15
  00005D20   018F001A   div $12, $15
  00005D24   035CB006   srlv $22, $28, $26
  00005D28   02848820   add $17, $20, $4 # comment(5960)
  00005D2C   00C6882A   slt $17, $6, $6
  00005D30   021A0022   sub $0, $16, $26 # comment(5962)
  00005D34   2C4776A1   sltiu $7, $2, 30369 # comment(5963)
  00005D38   0365E025   or $28, $27, $5
  00005D3C   00F01824   and $3, $7, $16
  00005D40   0027A806   srlv $21, $7, $1
  00005D44   01800013   mtlo $12 # comment(5967)
  00005D48   01280820   add $1, $9, $8
  00005D4C   2C258CDC   sltiu $5, $1, -29476 # comment(5969)
  00005D50   0336001A   div $25, $22
  00005D54   2684D9E8   addiu $4, $20, -9752 # comment(5971)
  00005D58   0000E812   mflo $29 # comment(5972)
  00005D5C   005D8821   addu $17, $2, $29
  00005D60   03A0001A   div $29, $0 # comment(5974)
  00005D64   01354021   addu $8, $9, $21 # comment(5975)
  00005D68   02710027   nor $0, $19, $17 # comment(5976)
  00005D6C   0307C826   xor $25, $24, $7
  00005D70   01DF1022   sub $2, $14, $31 # comment(5978)
  00005D74   00865024   and $10, $4, $6
  00005D78   000C8A43   sra $17, $12, 9
  00005D7C   29E3EC01   slti $3, $15, -5119
  00005D80   00024F00   sll $9, $2, 28
  00005D84   0000F012   mflo $30 # comment(5983)
  00005D88   02E00011   mthi $23 # comment(5984)
  00005D8C   3C173670   lui $23, 13936 # comment(5985)
  00005D90   01600019   multu $11, $0
  00005D94   2144C43C   addi $4, $10, -15300 # comment(5987)
  00005D98   337069D3   andi $16, $27, 27091 # comment(5988)
  00005D9C   3C1B62E9   lui $27, 25321
  00005DA0   014F3006   srlv $6, $15, $10 # comment(5990)
  00005DA4   000D3003   sra $6, $13, 0
  00005DA8   033A2825   or $5, $25, $26 # comment(5992)
  00005DAC   327D2A2B   andi $29, $19, 10795
  00005DB0   00EF702A   slt $14, $7, $15 # comment(5994)
  00005DB4   2269AF9B   addi $9, $19, -20581
  00005DB8   3C0B0E18   lui $11, 3608 # comment(5996)
  00005DBC   028D0019   multu $20, $13
  00005DC0   01000013   mtlo $8 # comment(5998)
  00005DC4   02A6001B   divu $21, $6
  00005DC8   28E526A2   slti $5, $7, 9890
  00005DCC   3426403A   ori $6, $1, 16442
  00005DD0   001BD02B   sltu $26, $0, $27 # comment(6002)
  00005DD4   0383D004   sllv $26, $3, $28
  00005DD8   02CCC021   addu $24, $22, $12 # comment(6004)
  00005DDC   012FB804   sllv $23, $15, $9
  00005DE0   0384001B   divu $28, $4
  00005DE4   0377001A   div $27, $23
  00005DE8   02176023   subu $12, $16, $23
  00005DEC   00CB2807   srav $5, $11, $6 # comment(6009)
  00005DF0   3B3E56A4   xori $30, $25, 22180
  00005DF4   01676022   sub $12, $11, $7
  00005DF8   01277825   or $15, $9, $7
  00005DFC   03D56027   nor $12, $30, $21
  00005E00   01B24026   xor $8, $13, $18
  00005E04   000D001A   div $0, $13
  00005E08   03D4B826   xor $23, $30, $20 # comment(6016)
  00005E0C   017A2821   addu $5, $11, $26
  00005E10   00094640   sll $8, $9, 25 # comment(6018)
  00005E14   026D6026   xor $12, $19, $13
  00005E18   01FE5825   or $11, $15, $30 # comment(6020)
  00005E1C   001BC883   sra $25, $27, 2 # comment(6021)
  00005E20   02ECB02A   slt $22, $23, $12 # comment(6022)
  00005E24   27DA01CA   addiu $26, $30, 458
  00005E28   26EC4B12   addiu $12, $23, 19218
  00005E2C   0001F503   sra $30, $1, 20 # comment(6025)
  00005E30   0000E810   mfhi $29 # comment(6026)
  00005E34   338636AA   andi $6, $28, 13994 # comment(6027)
  00005E38   000AEC40   sll $29, $10, 17 # comment(6028)
  00005E3C   01600006   srlv $0, $0, $11
  00005E40   01532827   nor $5, $10, $19 # comment(6030)
  00005E44   00E9B827   nor $23, $7, $9 # comment(6031)
  00005E48   2F8FE2B9   sltiu $15, $28, -7495 # comment(6032)
  00005E4C   2E9C23A6   sltiu $28, $20, 9126 # comment(6033)
  00005E50   00003010   mfhi $6
  00005E54   286814B2   slti $8, $3, 5298 # comment(6035)
  00005E58   34044EE6   ori $4, $0, 20198
  00005E5C   24217DA7   addiu $1, $1, 32167 # comment(6037)
  00005E60   000B2842   srl $5, $11, 1
  00005E64   00E19024   and $18, $7, $1 # comment(6039)
  00005E68   001E9DC2   srl $19, $30, 23 # comment(6040)
  00005E6C   02917021   addu $14, $20, $17
  00005E70   0105C827   nor $25, $8, $5
  00005E74   35883BD7   ori $8, $12, 15319
  00005E78   00006810   mfhi $13
  00005E7C   03EC5804   sllv $11, $12, $31 # comment(6045)
  00005E80   02CA782B   sltu $15, $22, $10
  00005E84   03A00011   mthi $29
  00005E88   3C11009E   lui $17, 158
  00005E8C   25D0F2CB   addiu $16, $14, -3381 # comment(6049)
  00005E90   0000C812   mflo $25
  00005E94   2C01EAA0   sltiu $1, $0, -5472 # comment(6051)
  00005E98   000F16C2   srl $2, $15, 27
  00005E9C   03DA001A   div $30, $26
  00005EA0   02000011   mthi $16
  00005EA4   03FB4004   sllv $8, $27, $31 # comment(6055)
  00005EA8   00007812   mflo $15
  00005EAC   01703020   add $6, $11, $16
  00005EB0   0008AA03   sra $21, $8, 8
  00005EB4   0009C642   srl $24, $9, 25 # comment(6059)
  00005EB8   00DC001B   divu $6, $28 # comment(6060)
  00005EBC   02AA001A   div $21, $10
  00005EC0   03B21004   sllv $2, $18, $29 # comment(6062)
  00005EC4   00451820   add $3, $2, $5
  00005EC8   03A00011   mthi $29
  00005ECC   0092C823   subu $25, $4, $18
  00005ED0   34477CAF   ori $7, $2, 31919 # comment(6066)
  00005ED4   3C175FCF   lui $23, 24527
  00005ED8   001A8783   sra $16, $26, 30 # comment(6068)
  00005EDC   03A7F004   sllv $30, $7, $29 # comment(6069)
  00005EE0   00000013   mtlo $0
  00005EE4   02F86827   nor $13, $23, $24 # comment(6071)
  00005EE8   0099001B   divu $4, $25
  00005EEC   02D16025   or $12, $22, $17
  00005EF0   30FD4AAD   andi $29, $7, 19117
  00005EF4   01348823   subu $17, $9, $20 # comment(6075)
  00005EF8   01E64826   xor $9, $15, $6
  00005EFC   38D276C6   xori $18, $6, 30406
  00005F00   2605EB4F   addiu $5, $16, -5297 # comment(6078)
  00005F04   02A9001A   div $21, $9
  00005F08   024CA807   srav $21, $12, $18 # comment(6080)
  00005F0C   39C51F23   xori $5, $14, 7971
  00005F10   01250018   mult $9, $5
  00005F14   03C00013   mtlo $30
  00005F18   0007FA82   srl $31, $7, 10 # comment(6084)
  00005F1C   01725826   xor $11, $11, $18 # comment(6085)
  00005F20   0344E821   addu $29, $26, $4
  00005F24   3C046252   lui $4, 25170
  00005F28   00004012   mflo $8
  00005F2C   01600011   mthi $11 # comment(6089)
  00005F30   2DCDB0B2   sltiu $13, $14, -20302
  00005F34   021C002B   sltu $0, $16, $28 # comment(6091)
  00005F38   02634821   addu $9, $19, $3 # comment(6092)
  00005F3C   000984C3   sra $16, $9, 19
  00005F40   001B7803   sra $15, $27, 0 # comment(6094)
  00005F44   0268A825   or $21, $19, $8 # comment(6095)
  00005F48   2090E9C1   addi $16, $4, -5695
  00005F4C   022D8027   nor $16, $17, $13
  00005F50   02848820   add $17, $20, $4 # comment(6098)
  00005F54   31FE2D81   andi $30, $15, 11649
  00005F58   0081C821   addu $25, $4, $1
  00005F5C   0298001B   divu $20, $24
  00005F60   013D1027   nor $2, $9, $29
  00005F64   01747020   add $14, $11, $20
  00005F68   34BD1A44   ori $29, $5, 6724 # comment(6104)
  00005F6C   24679917   addiu $7, $3, -26345 # comment(6105)
  00005F70   005FE007   srav $28, $31, $2 # comment(6106)
  00005F74   3C14559E   lui $20, 21918 # comment(6107)
  00005F78   02E01821   addu $3, $23, $0 # comment(6108)
  00005F7C   015B0019   multu $10, $27 # comment(6109)
  00005F80   0016D240   sll $26, $22, 9
  00005F84   39416B7F   xori $1, $10, 27519 # comment(6111)
  00005F88   03A29826   xor $19, $29, $2 # comment(6112)
  00005F8C   021D282A   slt $5, $16, $29 # comment(6113)
  00005F90   001036C0   sll $6, $16, 27
  00005F94   3C167D36   lui $22, 32054
  00005F98   000BAA80   sll $21, $11, 10
  00005F9C   035F0025   or $0, $26, $31 # comment(6117)
  00005FA0   00308022   sub $16, $1, $16
  00005FA4   00B22824   and $5, $5, $18
  00005FA8   38F13806   xori $17, $7, 14342 # comment(6120)
  00005FAC   2AED015D   slti $13, $23, 349 # comment(6121)
  00005FB0   02E0D02B   sltu $26, $23, $0
  00005FB4   0032001A   div $1, $18
  00005FB8   01670019   multu $11, $7
  00005FBC   00174500   sll $8, $23, 20
  00005FC0   01D4082A   slt $1, $14, $20 # comment(6126)
  00005FC4   0326982A   slt $19, $25, $6 # comment(6127)
  00005FC8   010BC82A   slt $25, $8, $11 # comment(6128)
  00005FCC   308A3B94   andi $10, $4, 15252
  00005FD0   01000011   mthi $8
  00005FD4   021F3804   sllv $7, $31, $16
  00005FD8   00141983   sra $3, $20, 6
  00005FDC   003C0019   multu $1, $28
  00005FE0   03D3C006   srlv $24, $19, $30 # comment(6134)
  00005FE4   0393D007   srav $26, $19, $28 # comment(6135)
  00005FE8   02BF0019   multu $21, $31
  00005FEC   00008810   mfhi $17
  00005FF0   02400013   mtlo $18 # comment(6138)
  00005FF4   3AAF0321   xori $15, $21, 801
  00005FF8   22F55AF2   addi $21, $23, 23282
  00005FFC   01DDE007   srav $28, $29, $14 # comment(6141)
  00006000   0116702B   sltu $14, $8, $22
  00006004   00006812   mflo $13 # comment(6143)
  00006008   036B5023   subu $10, $27, $11
  0000600C   02CA6020   add $12, $22, $10 # comment(6145)
  00006010   00149980   sll $19, $20, 6
  00006014   2D82E821   sltiu $2, $12, -6111
  00006018   00128D40   sll $17, $18, 21
  0000601C   0155C804   sllv $25, $21, $10 # comment(6149)
  00006020   0351001A   div $26, $17 # comment(6150)
  00006024   33B33FE2   andi $19, $29, 16354 # comment(6151)
  00006028   0107A006   srlv $20, $7, $8 # comment(6152)
  0000602C   34167F0E   ori $22, $0, 32526 # comment(6153)
  00006030   001B3940   sll $7, $27, 5
  00006034   004E0027   nor $0, $2, $14
  00006038   033F3006   srlv $6, $31, $25
  0000603C   000BD243   sra $26, $11, 9
  00006040   034A7827   nor $15, $26, $10
  00006044   39FD26B9   xori $29, $15, 9913 # comment(6159)
  00006048   01F38827   nor $17, $15, $19 # comment(6160)
  0000604C   03E88823   subu $17, $31, $8 # comment(6161)
  00006050   0377001A   div $27, $23 # comment(6162)
  00006054   3A55703F   xori $21, $18, 28735 # comment(6163)
  00006058   02E56020   add $12, $23, $5
  0000605C   03FC6021   addu $12, $31, $28 # comment(6165)
  00006060   2B72AD49   slti $18, $27, -21175 # comment(6166)
  00006064   034D001A   div $26, $13
  00006068   032AA02B   sltu $20, $25, $10 # comment(6168)
  0000606C   03721025   or $2, $27, $18
  00006070   0202B821   addu $23, $16, $2
  00006074   01A48020   add $16, $13, $4
  00006078   000FFA43   sra $31, $15, 9 # comment(6172)
  0000607C   25D2F8EC   addiu $18, $14, -1812 # comment(6173)
  00006080   00AE0018   mult $5, $14
  00006084   03610019   multu $27, $1 # comment(6175)
  00006088   00D9B820   add $23, $6, $25 # comment(6176)
  0000608C   001AA820   add $21, $0, $26 # comment(6177)
  00006090   2FD8157D   sltiu $24, $30, 5501
  00006094   35677CC4   ori $7, $11, 31940 # comment(6179)
  00006098   0299C822   sub $25, $20, $25 # comment(6180)
  0000609C   03929827   nor $19, $28, $18
  000060A0   31813822   andi $1, $12, 14370
  000060A4   036C0018   mult $27, $12 # comment(6183)
  000060A8   00B1D821   addu $27, $5, $17
  000060AC   00D4C824   and $25, $6, $20 # comment(6185)
